Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
0,0,3,3,3,0,2,2,167,3,1083,3,3,22,18,20,2,0,5,2307
3,1,2,0,0,0,0,1,284,2,2644,1,1,19,30,14,1,0,1,2395
1,1,2,1,3,1,5,0,66,1,952,3,6,13,10,13,0,12,8,1201
3,1,0,3,0,0,1,2,181,2,5209,1,3,1,6,7,1,0,9,1452
2,0,3,2,2,2,5,1,92,3,13,3,6,15,4,22,0,0,13,2238
2,0,2,0,3,2,5,1,71,3,40,1,7,19,48,1,2,14,5,3357
3,0,2,0,2,2,5,1,80,2,29,1,3,13,42,24,0,9,8,1576
2,0,2,0,3,1,5,0,129,0,512,3,7,3,42,18,0,15,3,2133
0,0,1,2,2,1,5,2,260,2,1742,2,2,9,50,21,2,5,12,1631
3,0,0,0,0,0,4,2,295,2,6364,0,5,9,50,5,2,7,7,3996
1,0,0,0,0,1,5,2,217,0,317,2,2,14,50,5,2,0,2,2616
3,0,1,1,3,0,2,2,193,1,6477,3,5,6,23,24,2,11,0,1765
3,1,1,0,2,1,5,2,198,1,709,2,1,9,36,6,0,12,10,1385
0,1,2,1,1,0,2,0,221,0,2188,2,6,20,18,16,1,12,13,2071
2,0,0,1,1,2,5,0,172,1,28,1,7,1,41,12,0,10,3,1735
2,1,2,1,1,1,5,0,229,1,1285,3,5,14,29,6,2,5,14,895
2,1,1,0,1,2,5,2,231,2,93,0,1,1,10,15,2,1,14,1041
0,0,2,2,2,1,5,0,297,1,980,0,6,14,46,19,2,10,1,1933
0,0,2,0,3,1,5,1,237,3,1514,1,5,20,38,14,1,8,14,2529
3,0,1,2,1,1,5,1,224,2,1145,3,1,7,37,9,0,5,8,1174
1,1,1,3,2,2,5,0,101,3,39,1,1,19,34,17,0,10,11,3080
3,0,2,2,2,0,2,0,71,3,320,2,4,23,28,3,2,3,14,1797
3,0,2,3,2,1,5,0,178,1,1852,0,4,16,39,21,1,15,11,1657
3,1,3,3,2,2,5,0,236,0,19,1,3,8,23,7,1,10,15,1747
2,1,2,0,2,1,5,2,127,3,412,0,6,14,29,13,2,10,7,3386
2,0,1,1,3,0,4,0,92,1,4413,2,3,15,21,18,2,12,6,2554
0,1,1,3,0,1,5,1,256,1,1407,1,7,12,46,20,1,5,1,2534
3,0,1,0,2,1,5,0,286,1,316,2,1,18,15,16,0,11,6,830
1,0,3,3,0,1,5,0,137,3,1844,3,1,22,20,22,1,2,14,2676
3,1,1,1,1,1,5,1,250,0,743,2,4,11,48,6,2,15,7,2364
2,1,3,3,0,2,5,2,259,0,67,3,5,8,49,8,0,5,15,2610
3,1,1,3,1,1,5,0,177,3,1231,1,4,6,24,7,2,2,13,2393
1,1,0,3,3,1,5,1,188,1,937,0,4,11,27,12,1,6,10,2141
1,1,2,2,3,2,5,2,148,2,25,1,5,19,29,19,2,2,11,2186
0,0,1,2,2,1,5,1,112,2,228,3,2,2,44,14,2,4,2,1339
0,1,1,2,2,0,2,1,81,3,6386,0,5,19,14,24,0,3,5,4046
3,0,1,0,1,0,3,1,73,3,62,2,6,1,46,1,2,0,6,2225
2,1,1,1,3,0,4,2,292,0,4689,3,7,4,43,6,1,10,14,4429
3,0,2,3,2,0,3,1,110,2,5739,1,4,10,48,0,0,5,11,2819
3,0,2,0,2,2,5,0,193,0,50,0,6,19,14,12,1,7,1,1724
3,0,1,2,2,1,5,1,92,1,445,1,3,10,22,6,1,10,8,1165
2,1,1,1,3,2,5,1,97,3,61,1,2,11,18,2,2,3,9,2377
3,0,2,0,3,2,5,2,267,0,8,3,6,8,35,15,1,5,11,1656
0,0,2,3,3,1,5,2,217,0,1646,2,7,0,33,23,0,7,1,2071
1,0,3,1,2,0,0,0,244,3,6640,1,6,12,39,9,2,1,14,5031
3,0,1,2,1,2,5,1,149,2,31,0,4,8,32,3,2,8,12,1204
1,0,0,1,1,1,5,0,262,0,529,3,3,4,47,20,1,4,8,2311
0,0,3,3,2,1,5,2,135,2,315,1,4,8,26,9,1,0,5,1366
3,0,1,2,3,2,5,1,219,1,19,0,2,16,31,17,0,10,4,1433
2,0,1,0,3,1,5,0,83,0,959,1,7,3,4,20,2,2,15,1802
2,1,2,3,2,0,1,1,80,0,9345,0,3,0,47,7,0,9,3,2658
0,0,0,3,0,2,5,1,83,1,92,2,7,2,16,17,1,8,2,1277
0,1,3,1,3,0,2,0,87,2,2129,0,2,22,33,5,2,2,8,1777
2,1,3,1,1,2,5,0,161,3,61,2,5,4,32,3,0,4,12,2627
2,1,3,1,2,2,5,2,270,2,84,1,7,9,31,14,0,4,11,2268
2,1,3,1,3,0,3,0,277,0,9940,2,5,18,33,13,1,12,1,5486
0,0,0,2,2,1,5,1,229,0,1406,3,4,0,17,21,2,15,8,1972
1,0,1,2,3,2,5,2,127,2,82,0,2,14,25,1,1,8,15,1239
3,0,0,2,3,0,2,1,273,3,5030,1,5,17,32,7,2,8,14,3251
0,1,1,1,3,0,0,1,170,3,668,3,5,17,22,20,1,8,15,2559
3,1,3,0,3,0,1,2,106,3,3573,3,2,23,35,6,1,2,11,2440
1,0,0,0,3,0,1,0,51,1,7189,3,4,3,7,21,1,7,6,746
1,0,1,1,1,0,0,2,134,3,7921,0,6,2,35,15,1,5,13,5093
2,1,2,1,0,0,0,2,188,1,4543,3,3,16,23,1,1,14,14,2647
2,1,2,3,3,0,1,2,52,2,7150,0,6,19,37,16,2,2,9,2379
2,1,0,0,3,0,3,0,156,0,9076,3,1,12,35,24,1,15,3,5065
1,0,0,0,1,1,5,2,229,3,728,1,4,12,13,2,1,6,11,2471
3,0,2,0,3,1,5,1,262,1,1846,3,4,11,43,14,0,12,14,1376
1,1,0,3,1,0,0,1,157,3,1297,0,6,0,22,11,0,9,0,3970
1,0,0,0,1,1,5,0,241,3,829,0,1,0,30,11,1,1,5,2770
2,1,1,2,1,2,5,0,137,1,55,1,7,7,5,17,0,1,2,1359
1,0,3,0,2,1,5,1,107,3,1883,2,7,0,34,1,0,14,15,3139
2,0,0,2,3,1,5,2,70,2,463,3,2,7,50,0,1,2,15,1471
0,0,2,3,3,1,5,2,119,0,1601,2,6,7,8,5,0,12,14,1615
2,1,0,2,2,1,5,2,96,1,30,1,3,14,23,16,1,11,11,1526
2,1,3,3,3,0,0,1,299,2,2136,0,7,3,34,0,0,15,1,3381
0,1,0,1,0,1,5,2,244,3,273,1,5,2,19,11,2,15,1,3184
2,1,3,1,3,2,5,0,115,3,81,0,7,4,35,0,1,2,11,3512
3,1,1,1,3,1,5,2,205,3,1295,1,7,6,11,20,1,15,12,3009
3,0,2,1,2,1,5,0,266,1,1947,1,1,24,32,20,2,15,3,1275
3,0,1,2,0,1,5,0,145,3,243,0,7,15,37,17,2,15,2,3007
0,0,0,2,0,2,5,0,131,0,0,2,2,10,17,22,1,6,7,1465
0,1,3,3,0,2,5,1,123,1,76,3,3,3,46,24,2,1,15,1822
0,1,1,1,0,1,5,2,171,2,922,1,6,5,16,22,1,15,12,1992
1,1,2,2,3,2,5,1,214,3,30,2,7,2,22,23,0,5,15,3294
2,0,3,0,2,1,5,1,141,2,396,2,5,17,3,6,2,14,9,1303
2,0,1,0,1,1,5,0,103,2,1894,1,5,5,0,6,0,1,8,1156
3,0,0,0,3,0,4,2,98,0,9787,2,4,21,12,12,0,12,12,4547
1,0,2,2,3,0,1,1,123,0,4211,3,3,4,32,12,2,11,7,1960
0,1,2,0,3,2,5,1,240,3,37,0,2,9,34,16,0,6,13,2624
1,0,0,2,0,0,1,1,184,1,4628,1,4,15,25,16,0,2,3,2020
1,1,2,2,0,1,5,1,273,0,1249,3,2,0,42,16,1,1,12,2873
1,0,3,2,2,0,0,2,78,0,5744,1,7,1,27,13,2,10,6,3891
0,0,1,0,3,2,5,2,78,1,18,2,4,20,50,6,0,3,7,1271
3,1,2,0,0,1,5,0,117,2,1958,1,1,4,41,4,2,12,5,1603
3,0,1,0,1,2,5,2,54,3,74,1,2,7,19,16,1,12,0,1760
1,0,0,1,2,2,5,1,217,0,36,1,6,1,43,8,2,2,11,2881
1,1,1,3,2,2,5,2,179,1,24,1,4,24,37,0,0,2,7,1939
2,1,1,3,2,2,5,0,266,0,77,3,2,6,30,19,1,4,12,2118
3,1,2,3,3,1,5,0,265,0,1402,1,5,17,40,10,2,6,4,1980
0,1,1,2,2,0,2,0,214,1,3051,2,4,15,35,1,1,0,4,1818
3,0,0,2,0,1,5,2,117,1,201,1,7,3,26,13,1,11,8,1632
3,1,0,0,2,1,5,2,207,1,1274,2,6,2,39,20,2,9,10,1764
3,0,0,3,0,2,5,0,248,1,95,3,1,2,5,1,0,15,10,1089
0,0,3,1,0,2,5,1,96,1,32,1,6,2,38,12,0,14,9,1753
1,1,0,1,3,1,5,1,233,0,481,0,5,11,37,8,0,3,4,3244
0,1,0,1,3,0,3,0,183,0,4431,2,2,10,26,12,0,0,12,3187
2,0,1,0,3,0,3,0,179,0,8288,3,2,21,31,22,1,9,7,3942
2,0,3,3,3,2,5,1,197,3,74,2,7,14,14,18,1,8,9,2502
2,1,3,2,2,2,5,1,181,1,12,0,6,8,4,5,1,11,1,1648
0,1,3,2,3,1,5,1,139,1,689,0,7,20,1,19,0,3,2,1617
2,0,3,3,1,1,5,1,93,1,1915,3,7,16,16,7,2,8,15,776
0,1,3,3,1,1,5,2,297,1,577,3,1,19,13,2,2,3,7,524
2,1,0,1,3,0,0,2,273,0,4673,1,2,0,47,12,1,14,8,4144
3,1,2,3,0,1,5,0,179,3,272,2,1,22,49,2,2,11,2,2478
0,0,0,0,2,0,2,0,287,0,3361,1,2,22,49,23,2,8,4,2619
0,0,3,0,0,2,5,2,80,0,15,2,5,13,34,20,2,10,0,1951
0,0,1,1,3,0,1,2,156,2,6754,0,5,10,17,3,0,7,15,1356
3,0,2,1,1,0,4,2,182,3,5485,2,1,20,40,5,1,7,14,3449
0,0,3,1,0,2,5,2,182,3,58,1,2,22,27,17,2,8,9,2336
2,0,0,1,3,1,5,2,289,0,1160,0,2,11,7,15,2,6,15,1713
3,1,0,2,0,1,5,1,240,2,1497,1,4,1,34,9,0,8,2,2055
1,1,1,0,1,2,5,2,105,1,70,2,5,17,22,13,2,7,0,1113
1,1,3,0,1,0,3,2,295,3,2750,0,3,2,50,0,1,3,10,4377
3,1,1,1,3,0,0,2,128,2,5220,3,4,22,29,20,2,2,2,2639
3,0,0,1,0,0,2,0,197,2,987,3,5,21,36,9,0,5,5,1612
2,0,3,2,0,0,4,2,80,3,1312,0,6,10,46,23,0,3,15,3636
3,1,0,2,3,2,5,2,237,0,11,3,4,5,34,23,2,15,15,2240
0,0,1,1,3,1,5,2,146,2,996,1,6,5,14,7,1,9,5,1348
2,1,3,2,1,2,5,2,160,0,75,3,2,5,20,7,2,11,8,1431
1,1,1,2,1,1,5,0,54,1,8,3,2,17,19,18,0,0,7,892
1,1,2,3,1,1,5,2,255,3,1047,3,6,8,36,2,2,2,14,3112
0,1,3,0,3,1,5,2,295,3,1433,3,5,3,45,15,1,8,11,2865
0,0,2,1,3,0,2,1,56,0,242,1,3,5,37,13,0,12,5,1907
1,0,0,2,3,0,4,0,56,0,9598,3,2,17,33,10,1,9,5,5677
3,1,0,3,3,1,5,2,93,1,1735,3,2,5,42,3,1,5,12,1272
2,1,1,0,2,0,2,1,298,1,867,2,5,16,6,11,1,6,8,1459
1,1,3,3,0,1,5,1,216,0,1091,0,6,1,18,11,2,11,8,3171
0,1,2,0,2,0,0,1,68,2,9169,0,2,11,0,13,1,0,15,3357
0,0,0,1,0,0,4,2,206,3,5286,2,1,5,29,21,2,14,3,4313
1,0,2,2,2,1,5,1,259,2,447,3,1,5,42,7,0,12,11,1762
0,0,0,0,0,1,5,1,132,2,189,0,5,9,50,12,2,0,10,2108
1,1,2,2,1,1,5,2,149,1,89,3,2,21,20,23,2,7,5,874
2,1,0,0,0,0,0,2,67,0,9025,2,4,15,25,8,1,2,5,4571
3,0,2,3,0,0,4,0,87,0,6946,3,6,14,45,19,2,7,6,3936
0,1,3,0,1,0,0,1,298,3,4007,1,6,9,36,19,2,7,5,4129
2,0,3,1,2,2,5,2,110,0,35,3,2,21,31,22,1,13,5,1717
2,0,1,1,1,0,1,2,111,0,2763,3,7,16,33,14,0,14,7,1895
1,1,3,3,0,0,3,1,53,0,9300,1,1,9,38,21,2,9,1,5635
0,1,1,0,3,2,5,1,214,1,67,0,3,7,8,6,0,13,3,1306
2,0,3,1,1,0,2,1,163,1,2555,0,7,16,0,19,2,1,1,1790
3,1,3,1,2,1,5,1,84,0,165,0,2,22,36,10,0,6,8,1772
1,1,3,3,0,2,5,0,74,1,53,2,4,23,7,1,1,12,8,1305
0,0,3,3,3,2,5,2,91,1,52,3,7,19,12,8,2,12,14,901
3,1,1,0,2,0,4,0,210,1,8728,3,4,21,29,21,0,3,4,4179
2,0,3,0,2,0,4,1,53,3,9686,2,7,20,40,1,2,1,3,6185
3,0,0,0,1,2,5,2,85,1,51,3,1,15,1,15,0,12,14,460
1,0,3,3,1,2,5,2,81,1,4,0,2,12,34,19,1,10,14,1165
0,1,0,3,1,0,2,0,72,2,6041,1,5,7,38,2,2,6,1,2186
1,0,3,0,0,0,0,2,168,2,792,0,6,9,49,7,1,12,5,2701
2,1,1,2,0,0,3,0,57,3,6179,2,6,14,42,8,0,6,13,5037
0,0,2,2,1,0,1,0,66,3,6458,2,5,14,23,13,1,8,7,1726
0,1,0,0,1,0,1,0,94,1,3657,3,3,11,33,24,0,3,15,796
0,1,2,3,1,2,5,0,51,0,25,2,6,13,4,20,0,3,7,1382
2,0,2,0,3,0,0,2,255,0,5201,1,3,2,31,7,2,11,3,3161
0,0,3,1,2,1,5,2,112,1,1110,2,5,13,28,21,2,12,9,1206
1,1,1,1,3,0,2,2,162,2,1354,2,2,23,32,21,2,1,3,2179
2,0,3,1,2,2,5,2,222,1,94,3,5,17,9,14,0,5,13,927
0,1,1,3,3,1,5,1,84,1,1617,1,3,18,12,13,0,14,1,1427
1,0,2,0,1,2,5,1,220,2,69,1,3,18,10,23,1,13,7,1310
1,0,3,2,1,0,4,2,297,1,9580,1,4,5,36,21,0,6,1,5229
1,0,2,0,0,0,1,1,292,3,1969,3,3,4,15,12,2,10,7,2851
0,0,1,2,2,0,0,1,190,1,2877,1,7,5,26,16,0,11,12,2210
0,0,0,1,0,0,4,1,273,1,9486,2,7,23,48,16,0,14,2,5302
0,0,0,2,2,0,3,1,139,0,6031,2,6,22,4,12,0,11,12,3157
0,1,0,1,2,2,5,0,86,2,84,1,3,24,47,15,0,15,8,1948
1,0,2,1,1,0,0,0,241,0,2772,2,3,23,1,15,1,9,11,2028
3,0,2,0,3,1,5,2,194,1,1360,0,7,11,19,18,0,14,0,1727
0,1,1,2,1,1,5,0,237,3,784,3,1,3,22,13,0,0,15,2175
0,0,3,1,1,0,3,0,153,2,615,2,1,13,10,24,0,5,2,762
0,0,3,3,0,1,5,2,133,3,693,3,2,2,20,2,1,13,5,2126
1,1,0,3,1,1,5,2,148,2,291,2,4,21,32,16,0,7,6,1680
2,0,2,0,2,0,2,0,83,3,943,1,3,18,45,5,2,5,3,2644
3,0,1,2,3,2,5,0,184,3,73,1,3,5,7,14,0,3,11,1809
1,0,1,1,0,1,5,2,186,1,70,3,4,13,26,13,2,4,12,1481
2,0,1,3,2,0,2,0,219,1,5196,0,6,7,11,20,2,12,1,2520
2,0,3,3,2,1,5,1,109,0,403,2,6,17,21,16,0,0,7,2051
0,1,2,3,2,2,5,1,102,0,7,3,3,13,7,20,0,13,6,1632
2,1,2,1,0,0,0,0,151,3,1078,3,2,1,40,7,1,5,9,2990
3,0,2,3,3,1,5,1,134,3,1550,0,6,0,41,22,2,11,2,2757
2,0,2,0,0,1,5,1,174,3,1610,1,5,6,40,22,0,10,7,3378
3,0,1,2,3,1,5,1,115,1,730,3,1,17,16,21,1,7,4,942
3,1,0,3,3,1,5,0,281,1,1779,2,4,9,20,15,1,5,0,1334
1,1,1,3,3,2,5,2,164,0,51,0,6,6,4,15,1,8,9,2423
2,1,2,0,1,0,2,0,252,3,4490,1,1,2,36,8,2,13,6,3225
2,1,1,3,3,0,0,1,296,0,1283,2,6,20,6,23,1,7,5,2675
1,0,0,3,3,0,4,1,93,2,8521,0,1,7,34,11,0,3,0,4796
1,0,0,3,0,1,5,2,227,1,1849,2,4,7,46,12,1,9,1,2274
3,1,0,1,0,2,5,1,294,3,58,3,5,11,30,22,2,2,5,3053
1,0,1,1,0,0,2,0,125,1,1896,1,6,20,36,5,0,12,3,2345
3,1,3,2,3,1,5,0,151,3,1932,2,5,16,32,24,1,1,7,2922
3,0,3,0,3,1,5,2,146,2,1527,1,5,2,36,11,0,15,10,1789
3,1,3,3,0,0,2,1,275,3,4688,0,1,10,16,23,1,15,15,3366
2,0,3,2,1,0,4,1,279,3,6843,0,2,24,13,14,2,9,6,4929
2,0,1,0,0,0,2,2,185,0,215,2,1,10,33,17,0,9,14,1989
1,0,1,1,1,2,5,0,136,2,39,1,1,1,22,8,2,10,13,922
0,1,0,2,1,1,5,1,87,3,772,3,5,5,47,24,0,6,2,2605
1,1,0,0,1,2,5,2,204,3,40,3,1,0,3,1,1,5,13,2148
2,0,3,0,2,0,1,1,260,0,7618,2,3,0,49,16,2,0,5,2290
2,1,0,2,2,2,5,2,161,1,72,1,7,5,7,8,0,0,8,1857
1,1,2,0,1,1,5,0,228,2,1951,1,5,5,15,22,1,10,7,1831
2,1,0,1,3,2,5,0,96,0,10,2,1,11,2,13,1,6,1,1276
3,1,2,1,2,2,5,0,262,2,29,3,7,6,24,7,1,10,15,1236
0,1,2,1,3,0,3,1,75,1,4791,2,6,7,17,10,2,11,8,2403
0,1,1,0,3,1,5,0,146,0,1515,0,4,23,1,10,1,9,1,1913
3,1,0,1,1,2,5,1,146,3,56,0,2,7,15,19,1,11,15,2164
1,1,1,3,0,1,5,1,125,1,1682,2,4,18,37,15,1,8,4,2150
2,1,1,1,0,2,5,2,118,2,70,3,7,12,15,21,2,5,6,1488
1,0,2,3,2,0,0,1,173,1,8537,3,5,2,12,2,0,4,10,3373
1,0,2,3,2,0,2,0,63,3,8666,1,1,6,7,18,1,5,9,3584
2,1,2,1,0,2,5,1,213,2,64,3,7,20,4,20,0,12,4,1936
2,1,1,2,1,2,5,1,65,2,45,0,7,23,42,19,1,12,3,2636
3,0,3,3,3,1,5,0,111,0,278,3,5,1,27,5,1,15,5,1560
2,0,0,0,2,1,5,0,183,0,1410,1,2,4,39,16,2,4,8,2080
3,1,2,0,1,1,5,1,206,1,1203,1,7,9,12,23,1,3,6,1315
1,1,0,1,1,1,5,0,220,0,769,1,5,6,4,8,1,13,15,2032
0,1,0,3,2,0,2,0,179,2,9331,2,3,22,42,5,1,1,6,3168
3,1,3,2,3,0,3,1,180,2,7981,3,5,24,50,4,1,14,11,3984
3,0,2,0,2,1,5,0,90,0,564,1,5,17,19,10,2,15,7,1666
0,0,1,1,0,2,5,2,210,1,34,2,3,13,2,11,1,13,12,1005
1,1,1,1,3,0,0,1,165,2,6585,0,6,4,3,11,2,10,9,4342
2,1,2,2,2,2,5,1,127,0,47,3,3,13,39,5,1,8,3,1985
3,0,3,2,3,1,5,0,187,0,1335,3,5,9,22,10,2,4,4,1495
2,0,3,2,2,1,5,0,161,1,1954,1,6,21,25,11,2,4,9,1623
0,0,0,0,1,0,4,2,79,1,6179,2,3,7,2,22,0,4,12,2578
2,0,0,2,0,0,0,0,112,1,8098,0,6,3,35,4,0,9,1,3942
0,1,1,0,2,2,5,0,179,0,27,1,5,21,10,8,2,5,14,1670
1,0,2,3,1,0,2,0,143,3,5877,1,7,20,46,20,2,11,8,4141
1,0,0,2,3,1,5,2,257,1,1582,2,1,15,4,13,0,9,15,1222
1,0,3,3,1,0,3,0,103,3,7686,0,4,3,27,3,2,10,13,4648
1,0,0,1,1,2,5,2,81,0,62,3,7,2,23,10,1,9,10,1663
0,1,2,3,2,1,5,1,117,2,764,3,6,5,28,5,1,15,2,1580
1,1,1,0,0,2,5,0,178,3,63,1,6,10,12,3,2,1,7,3504
1,0,0,1,1,1,5,2,198,0,1361,1,6,23,44,6,0,4,3,2588
2,1,1,3,0,0,1,0,122,0,4547,0,4,13,48,11,0,10,2,2871
2,1,1,1,0,2,5,2,260,3,97,2,4,17,37,12,0,9,1,3571
0,1,2,0,2,1,5,1,99,2,1346,3,7,18,4,1,2,1,3,1267
3,0,1,0,3,0,4,0,122,3,1669,2,4,9,6,1,1,3,10,2161
1,0,1,1,0,2,5,0,260,0,18,0,7,6,15,1,2,6,11,2558
3,0,3,3,1,2,5,2,251,1,11,2,1,2,3,14,2,3,13,306
2,1,2,0,2,0,0,0,68,3,887,0,5,15,50,14,2,2,12,3829
0,0,0,3,0,1,5,1,130,2,834,2,1,0,29,18,2,12,8,1610
2,1,3,2,0,0,0,0,92,0,3106,2,4,19,19,16,1,11,3,2956
0,1,2,0,0,0,0,1,54,3,2052,0,3,18,42,16,1,15,8,3907
2,0,2,0,0,1,5,0,101,3,360,3,3,3,13,5,0,15,1,2425
2,0,2,2,3,0,4,2,247,2,7023,1,7,2,1,11,1,10,15,4000
2,0,1,0,1,2,5,2,58,1,25,3,2,20,50,17,1,10,12,1204
1,1,1,0,2,0,2,1,197,0,1481,3,3,1,37,11,1,8,6,2637
3,1,0,1,1,0,3,0,83,0,2484,2,1,3,16,7,2,0,12,1733
2,0,0,3,2,1,5,2,221,0,1762,1,4,23,3,2,1,1,9,1857
2,1,0,3,2,2,5,2,212,0,27,3,5,20,38,11,1,1,13,2564
1,0,1,2,0,2,5,1,110,2,16,0,1,21,24,2,1,15,4,1892
1,1,1,2,0,2,5,0,87,2,26,1,1,9,31,15,0,12,7,1881
1,1,2,2,2,0,0,2,218,3,6020,0,5,3,45,14,1,14,15,6094
2,0,3,2,0,1,5,1,211,0,1395,1,2,24,40,11,1,8,6,2238
1,1,2,3,2,2,5,2,266,3,61,1,7,15,25,21,0,9,8,3833
3,0,1,2,2,2,5,1,229,1,75,1,4,1,37,9,1,0,10,1481
1,0,2,0,1,1,5,2,288,3,1365,3,3,14,34,8,0,7,6,2469
2,1,1,2,1,0,3,1,73,1,8299,3,2,4,33,14,1,4,3,3469
2,0,1,2,3,1,5,0,196,1,1062,3,1,17,12,14,0,6,6,749
0,0,1,1,2,2,5,0,153,0,45,3,7,1,46,6,1,9,12,1821
3,1,0,0,2,1,5,0,113,2,316,2,3,6,24,7,2,11,7,1164
1,0,3,1,1,1,5,2,177,0,1829,0,4,12,8,13,2,6,6,1555
1,0,3,1,0,2,5,1,282,2,12,1,6,7,36,2,1,7,12,2322
0,1,1,0,2,2,5,2,142,3,38,0,2,6,4,15,0,3,13,2378
1,1,3,1,3,0,1,2,131,0,4439,2,1,5,38,7,1,8,1,1926
2,0,0,3,1,0,2,1,199,2,7904,1,5,10,8,11,2,10,15,2665
1,1,1,2,3,1,5,1,171,1,1535,0,7,20,18,5,2,10,7,2510
3,0,1,3,1,2,5,0,232,0,28,2,5,13,50,24,0,10,0,1837
2,1,2,2,2,2,5,1,227,2,11,1,4,9,12,15,1,6,13,1437
3,1,0,3,0,2,5,0,277,0,56,0,7,14,4,11,2,11,5,2563
0,1,0,2,0,1,5,2,210,0,1844,2,5,18,26,6,0,8,7,2345
2,0,1,0,0,1,5,0,226,1,1131,0,3,1,22,18,0,15,10,1805
3,1,2,2,1,1,5,2,158,0,145,3,5,23,50,6,1,8,15,1643
2,1,3,1,2,1,5,2,279,0,672,2,6,2,21,3,0,0,9,2196
1,1,2,0,0,0,1,1,298,1,1637,1,7,0,17,24,1,14,0,2443
1,0,2,1,1,0,1,1,234,0,6893,3,3,5,18,22,0,14,14,1699
1,1,0,2,3,0,3,0,247,0,66,2,6,12,6,5,1,11,8,2145
0,1,2,1,0,1,5,2,150,2,1734,2,6,13,5,18,0,9,10,1632
2,0,3,3,3,2,5,2,110,0,38,1,6,19,15,6,1,11,10,2035
2,1,2,2,2,0,0,2,221,3,4733,2,1,6,30,22,2,0,5,4263
0,0,1,2,2,2,5,2,69,3,33,0,6,10,20,12,1,1,2,2926
0,0,3,3,2,1,5,2,129,3,2,3,6,19,10,14,1,13,0,2052
1,0,0,1,1,1,5,0,133,1,670,2,5,17,12,7,1,7,15,833
3,1,0,1,1,1,5,2,56,0,1370,0,4,12,43,18,1,7,13,2014
1,0,3,1,0,0,1,2,157,3,550,2,2,14,16,18,2,7,6,2475
1,1,2,0,2,2,5,2,203,1,75,1,3,20,39,13,1,4,11,1822
2,1,3,0,1,1,5,2,268,3,31,2,6,12,48,1,2,3,12,2967
2,1,2,1,3,0,3,0,140,2,5868,1,4,23,7,21,2,14,8,3098
3,0,2,2,3,0,1,2,189,1,9219,3,1,9,18,8,1,14,1,893
2,0,2,1,0,1,5,1,234,2,330,3,1,21,16,6,0,14,0,1456
3,0,1,1,1,2,5,0,127,3,85,0,1,15,41,15,1,14,13,2028
0,0,3,0,2,0,0,1,168,3,2267,3,2,18,28,7,0,10,10,2662
1,0,1,3,3,1,5,2,154,1,1713,3,6,5,0,8,1,14,8,1190
3,0,1,3,1,2,5,0,257,3,81,1,5,22,33,10,0,8,0,2197
0,1,2,0,2,0,0,2,107,2,5165,0,3,3,2,13,0,2,3,2534
1,0,1,0,2,0,4,1,65,0,7189,3,5,0,50,22,0,12,8,5158
3,0,0,3,3,2,5,1,222,1,88,2,5,24,35,15,1,10,10,1518
3,1,2,0,1,1,5,0,218,0,348,1,1,20,37,7,1,8,0,1376
3,1,2,3,3,0,2,0,238,3,8108,0,6,20,32,22,2,8,3,4202
2,0,3,3,3,0,0,0,109,0,5349,1,5,15,46,20,0,5,7,3693
1,1,3,2,2,2,5,2,136,2,52,1,1,17,19,5,1,15,7,1611
2,1,1,1,3,0,2,2,250,3,8930,2,7,19,6,22,1,15,15,4814
3,1,2,3,3,2,5,2,136,1,10,0,4,17,7,16,1,5,1,1151
2,1,1,2,3,0,1,2,151,3,8712,0,4,13,29,8,0,9,10,3392
1,0,1,2,0,0,4,2,245,3,3422,2,4,2,24,22,0,6,7,4080
2,1,1,2,2,1,5,0,103,0,1798,1,1,5,46,23,2,8,9,2158
0,0,0,0,3,0,0,0,228,3,6028,2,5,3,43,7,2,4,5,3758
3,0,2,2,2,2,5,1,155,1,2,0,6,13,47,16,2,12,3,1865
1,0,1,1,0,1,5,0,116,0,427,1,1,9,45,6,0,13,11,2325
2,0,1,1,3,2,5,2,85,0,34,1,2,12,28,12,0,14,13,1930
2,1,0,1,2,2,5,0,119,0,65,2,2,2,5,11,0,15,0,1910
3,0,3,2,1,0,0,0,288,0,8609,3,3,17,5,14,0,0,5,2779
0,0,2,2,2,1,5,1,60,0,164,3,1,23,43,3,2,14,6,1739
1,1,2,3,1,2,5,2,85,2,43,2,1,22,24,3,2,7,8,910
2,1,3,0,1,1,5,1,152,1,1449,2,3,0,34,6,2,14,7,1467
0,1,0,1,0,1,5,2,278,2,1849,2,5,6,34,21,2,10,8,2344
3,1,1,1,1,1,5,1,95,2,1921,3,7,9,38,5,2,5,13,1344
2,1,1,2,0,0,2,2,88,1,454,1,3,24,25,18,2,13,3,1851
3,0,0,1,0,2,5,1,268,3,0,0,1,20,26,24,1,15,7,2700
0,0,3,1,3,0,4,0,155,1,2752,1,2,11,28,0,0,5,15,1694
2,1,3,1,1,1,5,1,244,1,1065,1,7,3,50,15,2,4,0,2112
2,1,0,1,2,1,5,0,68,0,749,0,6,2,2,5,1,4,0,2098
